name,pos,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
Andreas Malin,CB,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Simon Lüchinger,MF,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sandro Wolfinger,RB,79,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0
Seyhan Yildiz,FW,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Büchel,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Büchel,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,70
Danel Sinani,FW,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mathias Olesen,MF,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gerson Rodrigues,LM,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Leandro Barreiro Martins,CM,90,0,0,0,0,0,0,1,0,4,1,0,1,0,2,0,0,0,0,0,0,0
Christopher Martins,CM,81,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0
Sébastien Thill,MF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Thill,RM,69,0,0,0,0,2,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0
Yvandro Borges Sanches,MF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pinto,LB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Lars Krogh Gerson,CB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dirk Carlson,DF,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maxime Chanot,CB,90,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Marvin da Graça,CB,45,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Florian Bohnert,"DF,FW",45,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Laurent Jans,RB,90,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,0
Anthony Moris,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Moris,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,-20
Cristiano Ronaldo,FW,63,2,0,0,0,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Gonçalo Ramos,FW,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
João Félix,FW,74,1,0,0,0,2,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0
Otávio,"FW,MF",16,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Bernardo Silva,FW,63,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Rúben Neves,MF,27,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Nuno Mendes,LM,90,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
Bruno Fernandes,CM,74,0,1,0,0,1,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0
Rafael Leão,"FW,MF",16,1,1,0,1,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
João Palhinha,CM,85,0,1,0,0,0,0,0,0,3,4,0,1,2,1,0,0,0,0,0,0,0
Diogo Jota,"FW,MF",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,RM,90,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Danilo Pereira,CB,90,0,0,0,0,1,0,0,0,1,2,1,0,0,6,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
António Silva,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
Rui Patrício,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rui Patrício,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100
Cristiano Ronaldo,FW,90,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
João Félix,AM,61,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Rúben Neves,MF,29,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bernardo Silva,AM,86,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Otávio,"FW,MF",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphaël Guerreiro,DM,77,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0
Nélson Semedo,"DF,MF",13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bruno Fernandes,DM,90,2,1,0,0,4,2,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0
João Palhinha,DM,86,0,0,0,0,2,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0
Diogo Jota,"FW,MF",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Cancelo,DM,90,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
Danilo Pereira,CB,90,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
António Silva,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,100
Edin Džeko,FW,78,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
Dal Varesanovic,MF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miroslav Stevanović,FW,90,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Amir Hadžiahmetović,CM,71,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Benjamin Tahirovic,MF,19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Miralem Pjanić,CM,78,0,0,0,0,0,0,1,0,3,1,0,1,1,2,0,0,0,0,0,0,0
Sanjin Prcić,MF,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Gojko Cimirot,CM,90,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Sead Kolašinac,LB,78,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Jusuf Gazibegović,DF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Siniša Saničanin,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Anel Ahmedhodžić,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Adrian Leon Barišić,CB,70,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Saïd Hamulic,FW,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amar Dedić,RB,90,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
Ibrahim Šehić,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Šehić,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,40
Jón Dagur Þorsteinsson,FW,78,0,0,0,0,1,0,1,0,3,1,0,2,1,0,0,0,0,0,0,0,0
Hákon Arnar Haraldsson,"FW,MF",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfreð Finnbogason,FW,74,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Sævar Magnússon,MF,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Albert Guðmundsson,FW,90,0,0,0,0,0,0,1,0,1,2,1,4,0,1,0,0,0,0,0,0,0
Jóhann Berg Guðmundsson,CM,90,0,0,0,0,1,0,0,0,3,2,0,6,0,0,0,0,0,0,0,0,0
Arnór Ingvi Traustason,CM,74,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ísak Jóhannesson,MF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willum Þór Willumsson,CM,79,0,0,0,0,1,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0
Hörður Magnússon,LB,90,0,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Sverrir Ingi Ingason,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Victor Pálsson,CB,90,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Valgeir Lunddal Friðriksson,RB,78,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Alfons Sampsted,DF,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rúnar Alex Rúnarsson,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rúnar Alex Rúnarsson,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,66
Rafael Leão,FW,90,0,0,0,0,1,0,0,0,2,1,0,9,0,0,0,0,0,0,0,0,0
Cristiano Ronaldo,FW,90,1,0,0,0,3,1,1,0,4,2,4,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,CM,83,0,0,0,0,1,0,0,0,1,2,2,10,1,1,0,0,0,0,0,0,0
Vitinha,MF,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rúben Neves,CM,66,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Gonçalo Inácio,DF,24,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bernardo Silva,CM,89,0,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0
Diogo Jota,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,LB,90,0,0,0,0,1,0,1,0,1,2,0,7,1,2,0,0,0,0,0,0,0
Pepe,CB,90,0,0,0,0,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0
Danilo Pereira,CB,83,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Otávio,"FW,MF",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
João Cancelo,RB,66,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
Raphaël Guerreiro,"DF,MF",24,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100
Lukáš Haraslín,FW,82,0,0,0,0,2,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
Dávid Ďuriš,FW,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Róbert Polievka,FW,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Róbert Boženík,FW,27,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Ivan Schranz,FW,62,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Tomáš Suslov,"FW,MF",28,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Ondrej Duda,CM,90,0,0,0,0,0,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0
Stanislav Lobotka,CM,82,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Patrik Hrošovský,MF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juraj Kucka,CM,74,0,0,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0
László Bénes,MF,16,0,0,0,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
Dávid Hancko,LB,90,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Milan Škriniar,CB,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Denis Vavro,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Peter Pekarík,RB,90,0,0,0,0,1,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0
Martin Dúbravka,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martin Dúbravka,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,85
Rafael Leão,FW,62,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
Pedro Neto,"FW,MF",28,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Cristiano Ronaldo,FW,90,0,0,0,0,6,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bernardo Silva,FW,90,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Bruno Fernandes,CM,90,1,0,0,0,2,2,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0
João Palhinha,CM,90,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0
Vitinha,CM,62,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
Otávio,"FW,MF",28,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
João Cancelo,LB,62,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Nélson Semedo,"DF,MF",28,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
António Silva,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Dalot,RB,90,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100
Gonçalo Ramos,FW,60,2,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
João Félix,"FW,MF",30,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Leão,AM,74,0,1,0,0,0,0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0
Otávio,"FW,MF",16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Diogo Jota,AM,90,2,1,0,0,6,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Bernardo Silva,AM,60,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ricardo Horta,"FW,MF",30,1,1,0,0,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
Danilo Pereira,DM,74,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Rúben Neves,MF,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernandes,DM,90,1,3,0,0,2,1,0,0,2,1,0,11,3,0,0,0,0,0,0,0,0
Diogo Dalot,LB,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Gonçalo Inácio,CB,90,2,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,RB,60,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
João Cancelo,"DF,MF",30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100
Alessio Curci,FW,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirk Carlson,DF,45,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Yvandro Borges Sanches,LM,90,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Leandro Barreiro Martins,CM,90,0,0,0,0,1,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0
Danel Sinani,CM,90,0,0,0,0,1,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0
Timothé Rupil,CM,45,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Sébastien Thill,MF,45,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Florian Bohnert,RM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars Krogh Gerson,"DF,MF",45,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Michael Pinto,LB,53,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Vincent Thill,MF,37,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Maxime Chanot,CB,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seid Korac,DF,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enes Mahmutovic,CB,90,0,0,0,0,0,0,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0
Laurent Jans,RB,90,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Anthony Moris,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Anthony Moris,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,10
Gonçalo Ramos,FW,86,1,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Diogo Jota,"FW,MF",4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristiano Ronaldo,FW,90,2,0,1,1,7,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Rafael Leão,AM,64,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
João Félix,"FW,MF",26,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bruno Fernandes,AM,90,0,2,0,0,3,3,1,0,1,0,1,10,1,0,0,0,0,0,0,0,0
Bernardo Silva,AM,85,0,0,0,0,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
Rúben Neves,MF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Palhinha,DM,85,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Otávio,"FW,MF",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Diogo Dalot,LB,90,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Rúben Dias,CB,90,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
António Silva,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
João Cancelo,RB,90,0,0,0,0,1,0,0,0,1,2,0,3,1,4,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo Costa,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,50
Róbert Mak,FW,45,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0
Tomáš Suslov,"FW,MF",45,0,0,0,0,3,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0
Róbert Boženík,FW,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Róbert Polievka,FW,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ivan Schranz,FW,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Dávid Ďuriš,FW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ondrej Duda,CM,90,0,1,0,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0
Stanislav Lobotka,CM,90,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
Juraj Kucka,CM,45,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0
László Bénes,MF,45,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Dávid Hancko,LB,90,1,0,0,0,3,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0
Milan Škriniar,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0
Denis Vavro,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Peter Pekarík,RB,75,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Michal Tomič,MF,15,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Martin Dúbravka,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martin Dúbravka,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,81
Edin Džeko,FW,90,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Amar Rahmanović,AM,45,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Amir Hadžiahmetović,MF,45,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Ermedin Demirović,DM,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Jusuf Gazibegović,DF,45,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Gojko Cimirot,DM,90,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
Miralem Pjanić,DM,90,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0
Miroslav Stevanović,DM,65,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
Saïd Hamulic,FW,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sead Kolašinac,LB,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
