league,season,team,name,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,pos_y,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,84,0,0,0,0,1,1,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,90,1,1,0,0,3,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,45,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,58,3,0,0,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,85,0,0,0,0,3,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,"FW,MF",45,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Bukayo Saka,ENG,FW,22-267,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,AM,83,0,0,0,0,4,0,0,0,4,2,0,2,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,28-257,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,28-257,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.66
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,28-257,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,David Raya,ESP,GK,28-257,1995,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CM,90,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CM,90,0,0,0,0,1,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CM,58,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,CM,90,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,"DF,MF",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,DM,90,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Declan Rice,ENG,MF,25-136,1999,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,LB,90,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,LB,90,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,LB,90,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,90,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,24-104,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,CB,120,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,CM,68,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,CM,61,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,CM,70,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,MF,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,CM,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,32-161,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,DM,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Jurriën Timber,NED,DF,22-347,2001,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Kai Havertz,GER,"MF,FW",24-353,1999,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,FW,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Kai Havertz,GER,"MF,FW",24-353,1999,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,FW,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Kai Havertz,GER,"MF,FW",24-353,1999,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,FW,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,FW,60,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,CM,78,0,0,0,0,3,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,FW,65,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,AM,90,1,0,0,0,3,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,FW,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",29-177,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,FW,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,AM,90,0,0,0,0,1,0,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,90,0,0,0,0,2,0,0,0,0,3,0,3,1,4,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,90,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,90,0,1,0,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,90,1,0,0,0,7,1,0,0,2,2,0,4,4,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,77,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,AM,90,0,0,0,0,1,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,25-164,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,CM,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,75,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,74,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,75,0,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,86,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,AM,85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,DM,75,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,"DF,MF",27,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,27-166,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,LB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,23-066,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,DF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,23-066,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,DF,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,23-066,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,CB,90,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,23-066,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Boubacar Kamara,FRA,MF,24-188,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,"DF,MF",24,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Douglas Luiz,BRA,MF,26-020,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,MF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Douglas Luiz,BRA,MF,26-020,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,MF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,31-270,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,31-270,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Aston Villa,Ezri Konsa,ENG,DF,26-219,1997,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37,136,33,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,"DF,FW",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
