league,season,team,name,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,pos_y,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,28-298,1995,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,CM,90,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,28-298,1995,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,MF,30,0,0,0,0,1,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,28-298,1995,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,DM,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,28-298,1995,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,DM,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,22-116,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Tottenham,Rodrigo Bentancur,URU,MF,26-339,1997,23,13,1005,11.2,1,1,2,1,0,0,7,0,1.9,1.9,0.5,2.4,16,72,31,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22,MF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Emerson Palmieri,ITA,DF,29-300,1994,36,35,3137,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59,125,124,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,LB,90,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,27-161,1996,34,34,3019,33.5,16,6,22,16,0,0,2,0,11.6,11.6,5.5,17.2,90,52,186,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51,"FW,MF",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,27-161,1996,34,34,3019,33.5,16,6,22,16,0,0,2,0,11.6,11.6,5.5,17.2,90,52,186,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51,AM,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,27-161,1996,34,34,3019,33.5,16,6,22,16,0,0,2,0,11.6,11.6,5.5,17.2,90,52,186,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51,AM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,28-179,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,19,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,CM,90,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,28-179,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,19,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,"DF,MF",32,1,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,28-179,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,19,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DM,69,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,28-179,1995,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,19,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,"DF,MF",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,68,0,0,0,0,0,0,1,1,2,0,0,0,2,3,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,2,0,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,90,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,26-170,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,CB,120,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Lucas Paquetá,BRA,"FW,MF",26-276,1997,31,31,2622,29.1,4,6,10,2,2,2,10,0,5.4,3.8,5.4,9.2,34,187,116,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,CM,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Lucas Paquetá,BRA,"FW,MF",26-276,1997,31,31,2622,29.1,4,6,10,2,2,2,10,0,5.4,3.8,5.4,9.2,34,187,116,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,CM,90,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Nayef Aguerd,MAR,DF,28-060,1996,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Nayef Aguerd,MAR,DF,28-060,1996,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,CM,90,0,0,0,0,1,0,1,0,3,0,0,1,3,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,CM,90,0,0,0,0,3,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,0,0,0,0,2,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,CM,90,0,1,0,0,4,1,0,0,4,1,0,1,2,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,CM,90,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,1,0,1,1,3,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,1,0,0,0,2,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,1,0,0,0,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Tomáš Souček,CZE,MF,29-092,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,DM,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,RM,70,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,RM,90,0,0,0,0,0,0,1,0,1,0,0,5,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,RB,90,0,0,0,0,0,0,0,0,0,3,0,6,1,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,RM,90,0,0,0,0,0,0,0,0,0,2,1,8,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,RM,90,0,0,0,0,0,0,1,0,0,2,0,10,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,West Ham,Vladimír Coufal,CZE,DF,31-281,1992,36,36,3132,34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,DM,90,0,0,0,0,0,0,0,0,1,1,0,8,2,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,31-133,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,31-133,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,31-133,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,José Sá,POR,GK,31-133,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,23-107,2001,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,CM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,João Gomes,BRA,MF,23-107,2001,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,CM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Mario Lemina,GAB,MF,30-271,1993,35,34,2968,33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19,AM,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matheus Nunes,POR,MF,25-276,1998,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,CM,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,DM,76,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,DM,89,0,0,0,0,2,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,DM,86,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,CB,90,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,RB,90,1,1,0,0,2,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,DM,77,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,"DF,MF",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,"DF,MF",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Matt Doherty,IRL,"DF,MF",32-134,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,12,31,64,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,RM,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",30-195,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,"DF,MF",13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",30-195,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,"DF,MF",28,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0
ENG-Premier League,2324,Wolves,Nélson Semedo,POR,"DF,MF",30-195,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,RB,60,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0
