name,Price
"Bertug Yildirim
Tyrkiet - Angreb",2500000.0
"Ardian Ismajli
Albanien - Forsvar",2500000.0
"Florian Kainz
Østrig - Midtbane",2500000.0
"Aleksandar Pavlovic
Tyskland - Midtbane",2500000.0
"Peter Szappanos
Ungarn - Mål",2500000.0
"Arthur Vermeeren
Belgien - Midtbane",2500000.0
"Volodymyr Brazhko
Ukraine - Midtbane",2500000.0
"Taras Stepanenko
Ukraine - Midtbane",2500000.0
"Bradley Barcola
Frankrig - Angreb",2500000.0
"Steven Zuber
Schweiz - Midtbane",2500000.0
"Nemanja Gudelj
Serbien - Forsvar",2500000.0
"Nemanja Maksimovic
Serbien - Midtbane",2500000.0
"Vladyslav Vanat
Ukraine - Angreb",2500000.0
"Micky van de Ven
Holland - Forsvar",2500000.0
"Ian Maatsen
Holland - Forsvar",2500000.0
"Ryan Gravenberch
Holland - Midtbane",2500000.0
"Pedro Neto
Portugal - Angreb",2500000.0
"Grant Hanley
Skotland - Forsvar",2500000.0
"Raoul Bellanova
Italien - Forsvar",2500000.0
"Riccardo Calafiori
Italien - Forsvar",2500000.0
"Michael Folorunsho
Italien - Midtbane",2500000.0
"Nicolo Fagioli
Italien - Midtbane",2500000.0
"Samuele Ricci
Italien - Midtbane",2500000.0
"Ivan Balliu Campeny
Albanien - Forsvar",2000000.0
"Marash Kumbulla
Albanien - Forsvar",2000000.0
"Enea Mihaj
Albanien - Forsvar",2000000.0
"Frederic Veseli
Albanien - Forsvar",2000000.0
"Jon Mersinaj
Albanien - Forsvar",2000000.0
"Klaus Gjasula
Albanien - Midtbane",2000000.0
"Keidi Bare
Albanien - Midtbane",2000000.0
"Qazim Laci
Albanien - Midtbane",2000000.0
"Anis Mehmeti
Albanien - Midtbane",2000000.0
"Ernest Muci
Albanien - Angreb",2000000.0
"Rey Manaj
Albanien - Angreb",2000000.0
"Stefan Lainer
Østrig - Forsvar",2000000.0
"Leopold Querfeld
Østrig - Forsvar",2000000.0
"Alexander Prass
Østrig - Midtbane",2000000.0
"Matthias Seidl
Østrig - Midtbane",2000000.0
"Andreas Weimann
Østrig - Midtbane",2000000.0
"Marin Pongracic
Kroatien - Forsvar",2000000.0
"Martin Baturina
Kroatien - Midtbane",2000000.0
"Marco Pasalic
Kroatien - Midtbane",2000000.0
"Marko Pjaca
Kroatien - Angreb",2000000.0
"Adam Gabriel
Tjekkiet - Forsvar",2000000.0
"Robin Hranac
Tjekkiet - Forsvar",2000000.0
"Michal Sadilek
Tjekkiet - Midtbane",2000000.0
"Alex Kral
Tjekkiet - Midtbane",2000000.0
"Lukas Masopust
Tjekkiet - Midtbane",2000000.0
"Victor Nelsson
Danmark - Forsvar",2000000.0
"Lasha Dvali
Georgien - Forsvar",2000000.0
"Giorgi Gocholeishvili
Georgien - Forsvar",2000000.0
"Giorgi Gvelesiani
Georgien - Forsvar",2000000.0
"Saba Sazonov
Georgien - Forsvar",2000000.0
"Sandro Altunashvili
Georgien - Midtbane",2000000.0
"Giorgi Kochorashvili
Georgien - Midtbane",2000000.0
"Vladimer Mamuchashvili
Georgien - Midtbane",2000000.0
"Georgiy Tsitaishvili
Georgien - Midtbane",2000000.0
"Nika Kvekveskiri
Georgien - Midtbane",2000000.0
"Anzor Mekvabishvili
Georgien - Midtbane",2000000.0
"Giorgi Kvilitaia
Georgien - Angreb",2000000.0
"Botond Balogh
Ungarn - Forsvar",2000000.0
"Marton Dardai
Ungarn - Forsvar",2000000.0
"Krisztofer Horvath
Ungarn - Midtbane",2000000.0
"Laszlo Kleinheisler
Ungarn - Midtbane",2000000.0
"Bartosz Bereszynski
Polen - Forsvar",2000000.0
"Pawel Bochniewicz
Polen - Forsvar",2000000.0
"Tymoteusz Puchacz
Polen - Forsvar",2000000.0
"Bartosz Salamon
Polen - Forsvar",2000000.0
"Sebastian Walukiewicz
Polen - Forsvar",2000000.0
"Dominik Marczuk
Polen - Midtbane",2000000.0
"Jakub Moder
Polen - Midtbane",2000000.0
"Taras Romanczuk
Polen - Midtbane",2000000.0
"Pawel Wszolek
Polen - Midtbane",2000000.0
"Francisco Conceicao
Portugal - Angreb",2000000.0
"Bogdan Racovitan
Rumænien - Forsvar",2000000.0
"Ionut Nedelcearu
Rumænien - Forsvar",2000000.0
"Adrian Rus
Rumænien - Forsvar",2000000.0
"Raul Oprut
Rumænien - Forsvar",2000000.0
"Deian Sorescu
Rumænien - Midtbane",2000000.0
"Liam Cooper
Skotland - Forsvar",2000000.0
"Anthony Ralston
Skotland - Forsvar",2000000.0
"John Souttar
Skotland - Forsvar",2000000.0
"Greg Taylor
Skotland - Forsvar",2000000.0
"Erhan Masovic
Serbien - Forsvar",2000000.0
"Sasa Zdjelar
Serbien - Midtbane",2000000.0
"Srdan Mijailovic
Serbien - Midtbane",2000000.0
"Mijat Gacinovic
Serbien - Midtbane",2000000.0
"Samed Bazdar
Serbien - Angreb",2000000.0
"Sebastian Kosa
Slovakiet - Forsvar",2000000.0
"Adam Obert
Slovakiet - Forsvar",2000000.0
"Vernon De Marco
Slovakiet - Forsvar",2000000.0
"Patrik Hrosovsky
Slovakiet - Midtbane",2000000.0
"Ivan Schranz
Slovakiet - Midtbane",2000000.0
"Lubomir Tupta
Slovakiet - Angreb",2000000.0
"David Duris
Slovakiet - Angreb",2000000.0
"Jure Balkovec
Slovenien - Forsvar",2000000.0
"Miha Blazic
Slovenien - Forsvar",2000000.0
"Vanja Drkusic
Slovenien - Forsvar",2000000.0
"Jon Gorenc Stankovic
Slovenien - Midtbane",2000000.0
"Jasmin Kurtic
Slovenien - Midtbane",2000000.0
"Ulisses Garcia
Schweiz - Forsvar",2000000.0
"Kevin Mbabu
Schweiz - Forsvar",2000000.0
"Becir Omeragic
Schweiz - Forsvar",2000000.0
"Cedric Zesiger
Schweiz - Forsvar",2000000.0
"Uran Bislimi
Schweiz - Midtbane",2000000.0
"Vincent Sierro
Schweiz - Midtbane",2000000.0
"Oleksandr Karavaev
Ukraine - Forsvar",2000000.0
"Oleksandr Tymchyk
Ukraine - Forsvar",2000000.0
"Denys Popov
Ukraine - Forsvar",2000000.0
"Valeriy Bondar
Ukraine - Forsvar",2000000.0
"Bogdan Mykhaylichenko
Ukraine - Forsvar",2000000.0
"Maksym Taloverov
Ukraine - Forsvar",2000000.0
"Serhiy Sydorchuk
Ukraine - Midtbane",2000000.0
"Mykola Shaparenko
Ukraine - Midtbane",2000000.0
"Oleksandr Pikhalyonok
Ukraine - Midtbane",2000000.0
"Cenk Özkacar
Tyrkiet - Forsvar",2000000.0
"Samet Akaydin
Tyrkiet - Forsvar",2000000.0
"Caglar Soyuncu
Tyrkiet - Forsvar",2000000.0
"Onur Bulut
Tyrkiet - Forsvar",2000000.0
"Arlind Ajeti
Albanien - Forsvar",2000000.0
"Naser Aliji
Albanien - Forsvar",2000000.0
"Amir Abrashi
Albanien - Midtbane",2000000.0
"Arbnor Mucolli
Albanien - Midtbane",2000000.0
"Arber Hoxha
Albanien - Midtbane",2000000.0
"Odise Roshi
Albanien - Midtbane",2000000.0
"Milan Gajic
Serbien - Forsvar",2000000.0
"Miha Zajc
Slovenien - Midtbane",2000000.0
"Zan Zaletel
Slovenien - Forsvar",2000000.0
"Endre Botka
Ungarn - Forsvar",2000000.0
"Attila Fiola
Ungarn - Forsvar",2000000.0
"Mihaly Kata
Ungarn - Midtbane",2000000.0
"Kevin Csoboth
Ungarn - Angreb",2000000.0
"Uros Spajic
Serbien - Forsvar",2000000.0
"Gernot Trauner
Østrig - Forsvar",2000000.0
"Flavius Daniliuc
Østrig - Forsvar",2000000.0
"Thierno Ballo
Østrig - Midtbane",2000000.0
"Marco Grüll
Østrig - Midtbane",2000000.0
"Ross McCrorie
Skotland - Forsvar",2000000.0
"Ben Doak
Skotland - Angreb",2000000.0
"Ryan Jack
Skotland - Midtbane",2000000.0
"James Forrest
Skotland - Angreb",2000000.0
