name,pos,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%
Ante Budimir,RW,252,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Giroud,FW,252,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christian Eriksen,RM,252,0,0,0,0,2,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Yuri Zhirkov,LB,252,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Admir Mehmedi,"FW,LM",240,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
André Silva,FW,234,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Matěj Vydra,FW,228,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
Artem Besyedin,FW,222,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,RM,222,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Aleksandr Sobolev,AM,216,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
Vladimír Weiss,LW,216,0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0
João Félix,RW,216,0,0,0,0,3,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
Emre Can,CB,210,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Andreas Skov Olsen,RW,210,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
David Brooks,"RW,LW",204,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Denis Cheryshev,"AM,LW",198,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Dennis Praet,WB,186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Halil Dervişoğlu,LM,186,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ousmane Dembélé,RW,186,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Jakub Świerczok,FW,180,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Szabolcs Schön,FW,180,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Marcel Halstenberg,"LB,WB",168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egzon Bejtulai,"RB,CM",168,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Stefan Ilsanker,RW,162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Brabec,CB,156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Tomáš Suslov,RW,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Castagne,RM,156,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kevin Nisbet,FW,144,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
Ferhan Hasani,AM,138,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Borna Barišić,LB,126,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
Valentino Lazaro,"FW,RW",126,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Nikolai Alho,RB,126,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
Filip Helander,CB,120,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dominic Calvert-Lewin,FW,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúben Neves,CM,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Süle,CB,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomáš Pekhart,FW,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giacomo Raspadori,LW,96,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Pyry Soiri,RB,96,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0
Lassi Lappalainen,"RM,FW",96,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Tamás Cseri,"CM,RW",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sérgio Oliveira,LM,96,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
Louis Schaub,DM,90,0,2,0,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Artem Dovbyk,FW,90,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michy Batshuayi,FW,90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
László Bénes,AM,90,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Adama Traoré,RB,84,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Daniel Avramovski,"CM,DM",84,0,0,0,0,1,0,2,0,2,1,0,0,2,0,0,0,1,0,0,0,0
Nicolai Boilesen,LB,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlatko Stojanovski,DM,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Roberts,FW,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dávid Sigér,CM,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Przemysław Płacheta,CM,78,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Kevin Volland,FW,72,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Luuk de Jong,FW,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,AM,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
James Forrest,WB,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr Zubkov,LW,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Varga,"FW,LB",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkun Kökçü,CM,66,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Jamal Musiala,AM,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marcus Thuram,LM,60,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Marcus Forss,FW,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jens Cajuste,CM,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Dávid Hancko,LB,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Trimmel,RB,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Onisiwo,LW,42,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nathan Patterson,WB,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Christian Benteke,FW,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredrik Jensen,FW,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kire Ristevski,CB,36,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Paweł Dawidowicz,CB,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris Benito,WB,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Levitt,CM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorukhan Toköz,LM,30,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Milan Ristovski,FW,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thomas Lemar,"LW,RW",24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Gaetano Castrovilli,RM,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Bezus,CM,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustav Svensson,CM,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roland Varga,"RW,CM",18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Joël Veltman,CB,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Sirigu,GK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduard Sobol,"AM,LW",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hans Vanaken,CM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Baumgartlinger,CM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ján Greguš,"CM,RW",6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michal Sadílek,CM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Väisänen,RB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
