name,pos,nation,season,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded,shots_on_target_against,goals_against,saves,save%,league,team,age,pos_y
Jefferson Lerma,"MF,DF",COL,4648,3988,56,54,4800,53.4,2,2,4,2,0,0,16,0,5.4,5.4,4.4,9.6,28,212,102,0.08,0.08,0.14,0.08,0.14,0.2,0.16,0.36,0.2,0.36,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Crystal Palace,29-217,DM
Karol Linetty,MF,POL,9296,7980,112,76,7432,82.4,0,0,0,0,0,0,48,0,2.0,2.0,3.2,5.6,124,348,100,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.28,0.08,0.28,180,0,0,0,0,3,1,1,0,8,2,1,1,3,1,0,0,0,0,0,0,0.0,ITA-Serie A,Torino,29-117,"CM,MF,DM"
Iñigo Martínez,DF,ESP,4648,3982,40,26,2592,28.8,0,0,0,0,0,0,10,0,0.8,0.8,0.0,0.8,66,194,10,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,180,0,0,0,0,1,0,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,33-012,CB
Keylor Navas,GK,CRC,4648,3972,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,37-166,GK
Mory Diaw,GK,SEN,4648,3986,60,60,5400,60.0,0,0,0,0,0,0,6,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Clermont Foot,30-342,GK
Jhon Lucumí,DF,COL,4648,3996,58,46,4434,49.2,0,0,0,0,0,0,2,0,1.6,1.6,0.6,2.2,56,186,8,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,25-338,CB
Predrag Rajković,GK,SRB,4648,3990,72,72,6480,72.0,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Mallorca,28-211,GK
Diadie Samassékou,MF,MLI,4648,3992,5,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,1,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,180,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"ESP-La Liga,GER-Bundesliga","Hoffenheim,Cádiz",28-139,DM
David García,DF,ESP,6972,5982,81,81,7002,77.69999999999999,0,3,3,0,0,0,15,0,3.0,3.0,3.9000000000000004,6.6000000000000005,63,399,12,0.0,0.12,0.12,0.0,0.12,0.12,0.15000000000000002,0.27,0.12,0.27,180,0,0,0,0,0,0,0,0,2,3,0,0,1,3,0,0,0,0,0,0,0.0,ESP-La Liga,Osasuna,30-105,"CB,DF,MF"
Emiliano Martínez,GK,ARG,4648,3984,68,68,6030,67.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,31-270,GK
Alessandro Buongiorno,DF,ITA,4648,3998,58,58,5054,56.2,6,0,6,6,0,0,14,0,3.2,3.2,0.2,3.4,28,124,20,0.22,0.0,0.22,0.22,0.22,0.12,0.0,0.12,0.12,0.12,180,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0.0,ITA-Serie A,Torino,24-358,CB
Nayef Aguerd,DF,MAR,4648,3992,42,42,3714,41.2,2,0,2,2,0,0,6,2,3.0,3.0,0.6,3.6,20,136,6,0.1,0.0,0.1,0.1,0.1,0.14,0.02,0.18,0.14,0.18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,West Ham,28-060,CB
Salis Abdul Samed,MF,GHA,4648,4000,54,34,3038,33.8,0,0,0,0,0,0,4,0,1.6,1.6,1.0,2.6,18,156,40,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Lens,24-064,DM
Nuno Mendes,DF,POR,6972,6006,18,6,801,9.0,3,3,6,3,0,0,9,0,0.8999999999999999,0.8999999999999999,1.2000000000000002,2.0999999999999996,36,63,75,1.02,1.02,2.0100000000000002,1.02,2.0100000000000002,0.33,0.42000000000000004,0.75,0.33,0.75,180,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Paris S-G,21-345,"LB,LM"
Gabriel Suazo,DF,CHI,4648,3994,62,54,4714,52.4,0,8,8,0,0,0,10,0,1.4,1.4,6.0,7.4,88,228,332,0.0,0.3,0.3,0.0,0.3,0.06,0.24,0.28,0.06,0.28,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Toulouse,26-294,LB
Johan Mojica,DF,COL,4648,3984,60,44,4082,45.4,0,6,6,0,0,0,2,0,2.0,2.0,5.2,7.2,114,164,234,0.0,0.26,0.26,0.0,0.26,0.08,0.22,0.32,0.08,0.32,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Osasuna,31-282,LB
Antoine Semenyo,FW,GHA,4648,4000,66,50,4210,46.8,16,4,20,16,0,0,12,0,9.2,9.2,6.4,15.6,178,128,376,0.68,0.18,0.86,0.68,0.86,0.4,0.28,0.68,0.4,0.68,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Bournemouth,24-143,FW
Miguel Rodríguez,MF,ESP,4648,4006,30,4,600,6.6,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,28,16,70,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.22,0.14,0.22,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Celta Vigo,21-030,GK
Toni Kroos,MF,GER,4648,3980,66,48,4248,47.2,2,16,18,2,0,0,6,0,3.2,3.2,9.8,13.0,64,580,58,0.08,0.68,0.76,0.08,0.76,0.14,0.42,0.56,0.14,0.56,179,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,34-146,DM
Brahim Díaz,"FW,MF",MAR,4648,3998,62,36,3090,34.4,16,12,28,16,0,0,0,0,11.4,11.4,8.8,20.2,152,150,332,0.94,0.7,1.64,0.94,1.64,0.66,0.52,1.18,0.66,1.18,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,24-300,"FW,AM"
Sandro Tonali,MF,ITA,6972,6000,24,15,1314,14.700000000000001,3,0,3,3,0,0,6,0,2.0999999999999996,2.0999999999999996,1.7999999999999998,3.9000000000000004,33,57,63,0.63,0.0,0.63,0.63,0.63,0.39,0.39,0.78,0.39,0.78,175,0,2,0,0,4,0,1,0,3,0,0,6,4,0,0,0,0,0,0,0,0.0,ENG-Premier League,Newcastle Utd,24-021,"MF,CM"
İlkay Gündoğan,MF,GER,6972,5970,108,99,8982,99.89999999999999,15,27,42,12,3,6,15,0,21.9,17.1,30.900000000000002,48.0,213,672,348,0.44999999999999996,0.81,1.26,0.36,1.17,0.66,0.9299999999999999,1.59,0.51,1.44,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,33-218,AM
Eray Cömert,DF,SUI,6972,5994,75,69,5985,66.6,6,0,6,6,0,0,15,0,2.0999999999999996,2.0999999999999996,0.6000000000000001,2.4000000000000004,21,171,9,0.27,0.0,0.27,0.27,0.27,0.09,0.03,0.12,0.09,0.12,174,0,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,0,0,0,0,0.0,FRA-Ligue 1,Nantes,26-115,"DF,CB,RB"
Fredrik Jensen,"MF,FW",FIN,9296,7988,88,72,5352,59.6,8,16,24,8,0,0,4,0,3.6,3.6,17.2,20.8,88,184,360,0.52,1.08,1.6,0.52,1.6,0.24,1.16,1.4,0.24,1.4,174,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Augsburg,26-263,"FW,MF,RM,FW"
Ulisses Garcia,DF,SUI,6972,5988,39,30,2718,30.299999999999997,0,0,0,0,0,0,0,0,1.5,1.5,2.7,4.199999999999999,63,156,198,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.27,0.42000000000000004,0.15000000000000002,0.42000000000000004,169,0,0,0,0,3,0,0,0,0,3,0,11,2,2,0,0,0,0,0,0,0.0,FRA-Ligue 1,Marseille,28-139,"LB,DF,RB"
Jordan Ayew,"FW,MF",GHA,4648,3982,70,60,5086,56.6,8,14,22,8,0,0,18,2,7.8,7.8,8.4,16.2,148,126,346,0.28,0.5,0.78,0.28,0.78,0.28,0.3,0.58,0.28,0.58,167,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Crystal Palace,32-261,"FW,AM"
Steve Mounié,FW,BEN,4648,3988,64,40,3538,39.4,12,4,16,12,0,0,4,2,17.8,17.8,4.2,22.0,44,50,222,0.62,0.2,0.82,0.62,0.82,0.9,0.22,1.12,0.9,1.12,167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Brest,29-243,FW
Leander Dendoncker,MF,BEL,4648,3990,11,1,143,1.6,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,5,2,0.76,0.0,0.76,0.76,0.76,0.68,0.0,0.68,0.68,0.68,166,0,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0.0,"ITA-Serie A,ENG-Premier League","Napoli,Aston Villa",29-044,CB
Frenkie De Jong,MF,NED,4648,3994,40,40,3268,36.4,4,0,4,4,0,0,14,0,1.4,1.4,4.4,5.8,138,336,76,0.22,0.0,0.22,0.22,0.22,0.08,0.24,0.32,0.08,0.32,166,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,27-017,"CM,DM"
Matty Cash,DF,POL,9296,7988,116,92,8568,95.2,8,8,16,8,0,0,32,0,16.8,16.8,9.2,26.0,248,352,404,0.32,0.32,0.68,0.32,0.68,0.72,0.4,1.08,0.72,1.08,166,0,0,0,0,1,1,1,0,2,3,0,6,2,2,0,0,0,0,0,0,0.0,ENG-Premier League,Aston Villa,26-296,"DM,DF,FW,RB"
Alejandro Balde,DF,ESP,6972,6009,54,45,4134,45.900000000000006,0,3,3,0,0,0,3,0,0.30000000000000004,0.30000000000000004,3.5999999999999996,4.199999999999999,219,123,423,0.0,0.21000000000000002,0.21000000000000002,0.0,0.21000000000000002,0.03,0.24,0.27,0.03,0.27,165,0,1,0,0,2,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Barcelona,20-224,"LB,DF"
Klaus Gjasula,"DF,MF",ALB,13944,11934,132,102,8178,90.6,0,0,0,0,0,0,42,6,3.0,3.0,1.2000000000000002,3.5999999999999996,48,420,42,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24,165,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0.0,GER-Bundesliga,Darmstadt 98,34-167,"CM,DF,MF,DM"
Destiny Udogie,DF,ITA,6972,6006,84,84,7173,79.80000000000001,6,9,15,6,0,0,21,3,7.199999999999999,7.199999999999999,6.6000000000000005,13.799999999999999,249,465,414,0.24,0.33,0.5700000000000001,0.24,0.5700000000000001,0.27,0.24,0.51,0.27,0.51,164,0,0,0,0,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,21-183,"LB,LM,DF,MF"
Nemanja Radonjić,"MF,FW,MF,DF",SRB,18592,15968,84,32,2908,32.4,12,0,12,12,0,0,4,0,13.2,13.2,3.2,16.4,136,76,268,2.88,0.0,2.88,2.88,2.88,3.24,0.8400000000000001,4.04,3.24,4.04,164,0,0,0,0,0,0,0,0,2,2,0,2,0,4,0,0,0,0,0,0,0.0,"ITA-Serie A,ESP-La Liga","Torino,Mallorca",28-104,"FW,MF,DM"
Marcus Pedersen,DF,NOR,6972,6000,84,48,4839,53.699999999999996,0,6,6,0,0,0,12,0,0.30000000000000004,0.30000000000000004,3.3000000000000003,3.5999999999999996,129,93,270,0.0,0.33,0.33,0.0,0.33,0.03,0.18,0.18,0.03,0.18,163,0,0,0,0,2,1,0,0,3,0,0,2,3,1,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,23-318,"DF,RB"
Cristian Romero,DF,ARG,4648,3996,66,66,5580,62.0,10,0,10,10,0,0,14,2,7.0,7.0,0.8,7.8,64,358,16,0.32,0.0,0.32,0.32,0.32,0.22,0.02,0.26,0.22,0.26,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,26-032,CB
Lucas Paquetá,"FW,MF",BRA,4648,3994,62,62,5244,58.2,8,12,20,4,4,4,20,0,10.8,7.6,10.8,18.4,68,374,232,0.28,0.42,0.68,0.14,0.54,0.36,0.36,0.74,0.26,0.64,160,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,West Ham,26-276,CM
Yeremi Pino,"MF,FW",ESP,6972,6006,21,21,1425,15.899999999999999,0,0,0,0,0,0,12,0,4.199999999999999,4.199999999999999,0.6000000000000001,5.1,33,30,147,0.0,0.0,0.0,0.0,0.0,0.81,0.15000000000000002,0.9299999999999999,0.81,0.9299999999999999,159,0,0,0,0,3,0,1,0,4,1,1,6,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Villarreal,21-222,"FW,MF,FW"
Alexis Sánchez,FW,CHI,4648,3976,46,12,1526,17.0,4,10,14,2,2,2,0,0,6.4,5.0,6.2,11.2,32,106,116,0.48,1.18,1.66,0.24,1.42,0.76,0.74,1.5,0.58,1.32,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Inter,35-162,AM
Patrik Schick,FW,CZE,4648,3992,40,24,2126,23.6,14,0,14,12,2,2,2,0,12.0,10.6,2.0,12.4,14,34,176,1.18,0.0,1.18,1.02,1.02,1.02,0.16,1.18,0.88,1.06,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Leverkusen,28-126,FW
Vinicius Júnior,FW,BRA,4648,4000,52,44,3728,41.4,30,10,40,28,2,2,14,0,26.2,24.6,8.4,33.2,274,114,554,1.44,0.48,1.94,1.36,1.84,1.26,0.42,1.68,1.18,1.6,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,23-322,FW
Kristian Thorstvedt,MF,NOR,18592,15992,272,240,19176,212.8,48,8,56,48,0,0,56,0,35.2,35.2,12.8,47.2,240,1040,752,1.84,0.32,2.08,1.84,2.08,1.28,0.48,1.76,1.28,1.76,157,0,0,0,0,4,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,25-077,MF
Martin Erlic,DF,CRO,4648,3996,64,62,5236,58.2,2,0,2,2,0,0,10,0,2.0,2.0,0.0,2.0,38,156,22,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,156,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Sassuolo,26-126,CB
Elba Rashani,"MF,FW",KVX,9296,7972,96,56,4700,52.4,8,0,8,8,0,0,16,8,8.4,8.4,4.8,13.2,76,88,408,0.6,0.0,0.6,0.6,0.6,0.64,0.36,1.04,0.64,1.04,156,0,0,0,0,3,0,1,0,4,2,1,1,2,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Clermont Foot,31-020,"FW,MF,FW"
Luis Díaz,FW,COL,4648,3994,74,64,5258,58.4,16,10,26,16,0,0,6,0,23.8,23.8,11.4,35.0,274,226,604,0.54,0.34,0.9,0.54,0.9,0.82,0.38,1.2,0.82,1.2,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Liverpool,27-137,"FW,AM"
Bartosz Bereszyński,DF,POL,6972,5976,72,66,5286,58.800000000000004,0,3,3,0,0,0,9,0,0.30000000000000004,0.30000000000000004,0.8999999999999999,1.2000000000000002,45,207,54,0.0,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.06,0.06,0.0,0.06,155,0,0,0,0,0,0,1,0,3,3,0,8,2,0,0,0,0,0,0,0,0.0,ITA-Serie A,Empoli,31-322,"RB,DF,FW"
Ernest Nuamah,"FW,MF",GHA,4648,4006,58,42,3676,40.8,6,4,10,6,0,0,8,0,8.0,8.0,7.6,15.6,210,148,474,0.3,0.2,0.48,0.3,0.48,0.4,0.38,0.76,0.4,0.76,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Lyon,20-210,"FW,AM"
Wilfried Singo,DF,CIV,4648,4000,50,48,4374,48.6,2,2,4,2,0,0,16,2,1.6,1.6,2.0,3.8,76,290,62,0.08,0.08,0.16,0.08,0.16,0.06,0.08,0.16,0.06,0.16,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Monaco,23-156,"CB,RB"
Rodrygo,FW,BRA,4648,4002,68,56,4760,52.8,20,10,30,20,0,2,4,0,23.4,21.8,8.0,29.8,318,180,602,0.76,0.38,1.14,0.76,1.14,0.88,0.3,1.18,0.82,1.12,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,23-141,FW
Lewis Ferguson,MF,SCO,11620,9995,155,155,13560,150.5,30,15,45,30,0,0,40,0,27.0,27.0,11.5,38.5,285,710,690,1.0,0.5,1.5,1.0,1.5,0.8999999999999999,0.4,1.3,0.8999999999999999,1.3,150,0,0,0,0,1,1,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0.0,ITA-Serie A,Bologna,24-279,MF
Eliesse Ben Seghir,"MF,FW",MAR,4648,4010,26,8,856,9.6,4,2,6,4,0,0,0,2,1.6,1.6,1.0,2.6,52,42,112,0.84,0.42,1.26,0.84,1.26,0.34,0.2,0.54,0.34,0.54,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Monaco,19-103,"LW,AM"
Gianluca Scamacca,FW,ITA,13944,11994,168,102,8508,94.80000000000001,72,36,108,72,0,0,6,0,36.599999999999994,36.599999999999994,21.0,57.599999999999994,132,246,990,4.5600000000000005,2.2800000000000002,6.84,4.5600000000000005,6.84,2.34,1.32,3.66,2.34,3.66,148,1,0,0,0,7,3,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0.0,ITA-Serie A,Atalanta,25-149,FW
Andrew Omobamidele,DF,IRL,4648,4004,22,16,1566,17.4,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,2,16,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Nott'ham Forest,21-341,CB
Nicolás Tagliafico,DF,ARG,4648,3984,50,50,4246,47.2,6,2,8,6,0,0,14,2,5.2,5.2,2.0,7.0,64,210,238,0.26,0.08,0.34,0.26,0.34,0.22,0.08,0.3,0.22,0.3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Lyon,31-272,"LB,CB"
Darwin Machís,MF,VEN,4648,3986,42,20,1570,17.4,8,0,8,6,2,2,0,2,2.8,1.2,1.4,2.6,40,30,108,0.92,0.0,0.92,0.68,0.68,0.32,0.16,0.48,0.14,0.3,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Cádiz,31-112,"RW,FW"
Giovani Lo Celso,MF,ARG,4648,3992,44,8,1012,11.2,4,4,8,4,0,0,4,0,1.2,1.2,3.8,5.0,50,136,58,0.72,0.72,1.42,0.72,1.42,0.2,0.68,0.9,0.2,0.9,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,28-050,"CM,FW"
Yusuf Yazıcı,"MF,FW",TUR,6972,5991,81,48,3936,43.8,15,6,21,15,0,0,15,0,16.200000000000003,16.200000000000003,5.699999999999999,21.9,93,144,270,1.02,0.42000000000000004,1.44,1.02,1.44,1.1099999999999999,0.39,1.5,1.1099999999999999,1.5,142,1,0,1,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Lille,27-121,"FW,MF,AM"
Emmanuel Agbadou,DF,CIV,4648,3994,64,58,5192,57.6,2,2,4,2,0,0,2,0,4.8,4.8,3.0,7.6,84,358,38,0.06,0.06,0.14,0.06,0.14,0.16,0.1,0.26,0.16,0.26,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Reims,26-347,"DF,CB"
Toti Gomes,DF,POR,4648,3998,70,62,5544,61.6,2,6,8,2,0,0,14,0,3.2,3.2,2.4,5.6,44,158,22,0.06,0.2,0.26,0.06,0.26,0.1,0.08,0.18,0.1,0.18,135,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,ENG-Premier League,Wolves,25-134,"DF,CB"
Hjalmar Ekdal,DF,SWE,4648,3996,16,10,874,9.8,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.2,10,22,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.02,0.06,135,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0.0,ENG-Premier League,Burnley,25-221,CB
João Gomes,MF,BRA,4648,4002,68,64,5298,58.8,4,2,6,4,0,0,22,0,3.4,3.4,2.2,5.6,56,202,88,0.14,0.06,0.2,0.14,0.2,0.12,0.08,0.2,0.12,0.2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Wolves,23-107,CM
Pedro Porro,DF,ESP,4648,3998,70,70,6178,68.6,6,14,20,6,0,0,6,0,5.8,5.8,14.4,20.2,114,388,316,0.18,0.4,0.58,0.18,0.58,0.18,0.42,0.6,0.18,0.6,135,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0.0,ENG-Premier League,Tottenham,24-259,RB
Fran Garcia,DF,ESP,4648,3998,50,30,2796,31.0,2,10,12,2,0,0,4,0,1.0,1.0,4.8,6.0,106,120,278,0.12,0.64,0.78,0.12,0.78,0.06,0.32,0.38,0.06,0.38,135,0,0,0,0,0,0,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0.0,ESP-La Liga,Real Madrid,24-289,"LB,DF"
Daniel Muñoz,"DF,MF",COL,4648,3992,32,32,2878,32.0,0,8,8,0,0,0,8,0,2.4,2.4,4.8,7.4,50,76,160,0.0,0.5,0.5,0.0,0.5,0.16,0.3,0.46,0.16,0.46,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Crystal Palace,28-003,RB
Florian Kainz,"MF,FW",AUT,11620,9960,165,145,10985,122.0,25,20,45,0,25,25,20,0,25.0,5.0,16.5,21.5,200,620,500,1.0,0.8,1.85,0.0,0.8,1.0,0.65,1.7000000000000002,0.2,0.8999999999999999,131,1,0,0,0,5,3,0,0,1,2,1,16,1,0,0,0,0,0,0,0,0.0,GER-Bundesliga,Köln,31-218,"FW,MF,LW"
Cristian Cásseres Jr.,MF,VEN,4648,4000,64,46,3892,43.2,2,6,8,2,0,0,2,0,2.2,2.2,3.4,5.6,28,174,104,0.1,0.28,0.36,0.1,0.36,0.1,0.16,0.26,0.1,0.26,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,FRA-Ligue 1,Toulouse,24-130,"CM,MF"
Carl Starfelt,DF,SWE,4648,3990,54,52,4432,49.2,2,0,2,2,0,0,8,0,2.8,2.8,0.4,3.2,10,76,2,0.08,0.0,0.08,0.08,0.08,0.12,0.02,0.12,0.12,0.12,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ESP-La Liga,Celta Vigo,28-363,"DF,CB"
Djibril Sow,MF,SUI,11620,9985,120,90,7300,81.0,5,5,10,5,0,0,30,0,7.5,7.5,4.0,11.5,125,365,225,0.3,0.3,0.6,0.3,0.6,0.44999999999999996,0.25,0.7000000000000001,0.44999999999999996,0.7000000000000001,126,0,0,0,0,2,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0.0,ESP-La Liga,Sevilla,27-113,"MF,AM"
Enzo Fernández,MF,ARG,4648,4002,56,52,4418,49.0,6,4,10,4,2,4,14,0,12.4,9.2,6.8,16.0,104,420,108,0.24,0.16,0.4,0.16,0.32,0.5,0.28,0.78,0.38,0.66,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,Chelsea,23-133,CM
Matheus Nunes,MF,POR,4648,3996,19,9,840,9.3,0,2,2,0,0,0,2,1,0.9,0.9,1.2000000000000002,2.2,35,42,67,0.0,0.27,0.27,0.0,0.27,0.15,0.2,0.36,0.15,0.36,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENG-Premier League,"Manchester City,Wolves",25-276,CM
