league,season,team,name,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
ENG-Premier League,2223,Bournemouth,Philip Billing,DEN,"MF,FW",26,1996,36,34,2764,30.7,7,1,8,7,0,0,5,0,4.9,4.9,3.2,8.0,37,80,101,0.23,0.03,0.26,0.23,0.26,0.16,0.1,0.26,0.16,0.26
ENG-Premier League,2223,Bournemouth,Ryan Christie,SCO,"MF,FW",27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,2.7,2.7,2.4,5.1,39,71,71,0.05,0.05,0.1,0.05,0.1,0.13,0.12,0.25,0.13,0.25
ENG-Premier League,2223,Bournemouth,Ryan Fredericks,ENG,DF,29,1992,12,5,533,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,13,15,28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ENG-Premier League,2223,Bournemouth,Siriki Dembélé,CIV,"FW,MF",25,1996,6,0,110,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5,4,11,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.41,0.15,0.41
ENG-Premier League,2223,Brentford,Aaron Hickey,SCO,DF,20,2002,26,23,1916,21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41,81,47,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04
ENG-Premier League,2223,Brentford,Ben Mee,ENG,DF,32,1989,37,37,3269,36.3,3,1,4,3,0,0,2,0,3.2,3.2,1.3,4.5,8,84,14,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12
ENG-Premier League,2223,Brentford,Bryan Mbeumo,CMR,FW,22,1999,38,36,2906,32.3,9,8,17,8,1,1,5,0,9.7,8.9,7.6,16.5,66,88,235,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.53,0.28,0.51
ENG-Premier League,2223,Brentford,Christian Nørgaard,DEN,MF,28,1994,22,21,1763,19.6,1,3,4,1,0,0,6,0,1.6,1.6,3.1,4.7,4,73,8,0.05,0.15,0.2,0.05,0.2,0.08,0.16,0.24,0.08,0.24
ENG-Premier League,2223,Brentford,David Raya,ESP,GK,26,1995,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
ENG-Premier League,2223,Brentford,Ethan Pinnock,JAM,DF,29,1993,30,30,2700,30.0,3,0,3,3,0,0,0,0,3.0,3.0,1.0,4.0,2,52,16,0.1,0.0,0.1,0.1,0.1,0.1,0.03,0.13,0.1,0.13
ENG-Premier League,2223,Brentford,Frank Onyeka,NGA,MF,24,1998,21,8,848,9.4,0,2,2,0,0,0,0,0,1.0,1.0,0.6,1.6,9,28,21,0.0,0.21,0.21,0.0,0.21,0.11,0.07,0.18,0.11,0.18
ENG-Premier League,2223,Brentford,Halil Dervişoğlu,TUR,MF,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31
ENG-Premier League,2223,Brentford,Ivan Toney,ENG,FW,26,1996,33,33,2951,32.8,20,4,24,14,6,7,9,0,18.7,13.2,5.1,18.3,14,79,165,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.4,0.56
ENG-Premier League,2223,Brentford,Josh Dasilva,ENG,MF,23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,1.5,1.5,1.5,3.0,60,62,69,0.26,0.13,0.39,0.26,0.39,0.1,0.09,0.19,0.1,0.19
ENG-Premier League,2223,Brentford,Keane Lewis-Potter,ENG,"FW,MF",21,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8,6,39,0.0,0.28,0.28,0.0,0.28,0.14,0.35,0.49,0.14,0.49
ENG-Premier League,2223,Brentford,Kevin Schade,GER,FW,20,2001,18,7,732,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24,15,57,0.0,0.12,0.12,0.0,0.12,0.25,0.13,0.39,0.25,0.39
ENG-Premier League,2223,Brentford,Kristoffer Ajer,NOR,DF,24,1998,9,9,763,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,10,31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
ENG-Premier League,2223,Brentford,Mads Bech Sørensen,DEN,"DF,MF",23,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Brentford,Mads Roerslev,DEN,DF,23,1999,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12
ENG-Premier League,2223,Brentford,Mathias Jensen,DEN,MF,26,1996,37,37,2803,31.1,5,6,11,5,0,0,5,0,2.1,2.1,5.0,7.1,21,141,77,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23
ENG-Premier League,2223,Brentford,Mathias Jørgensen,DEN,DF,32,1990,18,11,1103,12.3,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.1,1,35,1,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.09,0.07,0.09
ENG-Premier League,2223,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22,2000,26,9,988,11.0,0,0,0,0,0,0,4,0,2.6,2.6,1.4,4.0,9,44,45,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.36,0.24,0.36
ENG-Premier League,2223,Brentford,Pontus Jansson,SWE,DF,31,1991,12,9,724,8.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,14,0,0.12,0.0,0.12,0.12,0.12,0.04,0.0,0.04,0.04,0.04
ENG-Premier League,2223,Brentford,Rico Henry,ENG,DF,25,1997,37,37,3238,36.0,0,2,2,0,0,0,4,0,1.6,1.6,2.6,4.2,55,107,111,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.12,0.04,0.12
ENG-Premier League,2223,Brentford,Saman Ghoddos,IRN,"MF,FW",28,1993,15,0,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,1,8,6,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.3,0.03,0.3
ENG-Premier League,2223,Brentford,Sergi Canós,ESP,"FW,DF",25,1997,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,7,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11
ENG-Premier League,2223,Brentford,Shandon Baptiste,GRN,MF,24,1998,23,4,618,6.9,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.4,8,39,23,0.0,0.15,0.15,0.0,0.15,0.05,0.16,0.21,0.05,0.21
ENG-Premier League,2223,Brentford,Vitaly Janelt,GER,"MF,DF",24,1998,35,24,2208,24.5,3,1,4,3,0,0,3,0,2.4,2.4,1.4,3.8,14,82,28,0.12,0.04,0.16,0.12,0.16,0.1,0.06,0.15,0.1,0.15
ENG-Premier League,2223,Brentford,Yoane Wissa,COD,FW,25,1996,38,16,1606,17.8,7,3,10,7,0,0,3,0,5.6,5.6,2.5,8.2,24,27,104,0.39,0.17,0.56,0.39,0.56,0.32,0.14,0.46,0.32,0.46
ENG-Premier League,2223,Brighton,Adam Lallana,ENG,"MF,FW",34,1988,16,12,722,8.0,2,1,3,2,0,0,0,0,0.9,0.9,1.0,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23
ENG-Premier League,2223,Brighton,Adam Webster,ENG,DF,27,1995,27,23,1985,22.1,0,0,0,0,0,0,2,0,1.8,1.8,0.2,1.9,19,119,9,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
ENG-Premier League,2223,Brighton,Alexis Mac Allister,ARG,MF,23,1998,35,31,2886,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69,174,77,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36
ENG-Premier League,2223,Brighton,Andrew Moran,IRL,FW,18,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Brighton,Billy Gilmour,SCO,MF,21,2001,14,7,507,5.6,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.8,5,35,4,0.0,0.18,0.18,0.0,0.18,0.09,0.04,0.13,0.09,0.13
ENG-Premier League,2223,Brighton,Cameron Peupion,AUS,MF,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9
ENG-Premier League,2223,Brighton,Danny Welbeck,ENG,FW,31,1990,31,21,1854,20.6,6,3,9,6,0,0,0,0,9.4,9.4,4.3,13.7,31,49,134,0.29,0.15,0.44,0.29,0.44,0.46,0.21,0.66,0.46,0.66
ENG-Premier League,2223,Brighton,Deniz Undav,GER,"FW,MF",26,1996,22,6,628,7.0,5,0,5,5,0,0,2,0,4.5,4.5,1.1,5.6,12,10,40,0.72,0.0,0.72,0.72,0.72,0.65,0.15,0.8,0.65,0.8
ENG-Premier League,2223,Brighton,Enock Mwepu,ZAM,"FW,MF",24,1998,6,2,213,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,5,6,17,0.0,0.42,0.42,0.0,0.42,0.09,0.2,0.29,0.09,0.29
ENG-Premier League,2223,Brighton,Evan Ferguson,IRL,FW,17,2004,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,14,58,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57
ENG-Premier League,2223,Brighton,Facundo Buonanotte,ARG,"FW,MF",17,2004,13,6,565,6.3,1,1,2,1,0,0,2,0,1.4,1.4,0.5,1.9,9,13,42,0.16,0.16,0.32,0.16,0.32,0.22,0.09,0.31,0.22,0.31
ENG-Premier League,2223,Brighton,Jack Hinshelwood,ENG,FW,17,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Brighton,Jan Paul van Hecke,NED,DF,22,2000,8,3,295,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,3,21,0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
ENG-Premier League,2223,Brighton,Jason Steele,ENG,GK,31,1990,15,15,1350,15.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01
ENG-Premier League,2223,Brighton,Jeremy Sarmiento,ECU,MF,20,2002,9,1,176,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0.0,0.51,0.51,0.0,0.51,0.17,0.11,0.28,0.17,0.28
ENG-Premier League,2223,Brighton,Joël Veltman,NED,DF,30,1992,31,25,2188,24.3,1,1,2,1,0,0,6,0,1.8,1.8,0.7,2.5,43,153,49,0.04,0.04,0.08,0.04,0.08,0.07,0.03,0.1,0.07,0.1
ENG-Premier League,2223,Brighton,Julio Enciso,PAR,"FW,MF",18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64
ENG-Premier League,2223,Brighton,Kaoru Mitoma,JPN,"FW,MF",25,1997,33,24,2318,25.8,7,5,12,7,0,0,0,0,8.1,8.1,6.4,14.5,143,90,260,0.27,0.19,0.47,0.27,0.47,0.31,0.25,0.56,0.31,0.56
ENG-Premier League,2223,Brighton,Leandro Trossard,BEL,"FW,MF",27,1994,16,16,1315,14.6,7,2,9,7,0,0,1,0,4.4,4.4,2.1,6.5,40,67,118,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45
ENG-Premier League,2223,Brighton,Levi Colwill,ENG,DF,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,16,70,3,0.0,0.15,0.15,0.0,0.15,0.1,0.04,0.14,0.1,0.14
ENG-Premier League,2223,Brighton,Lewis Dunk,ENG,DF,30,1991,36,36,3239,36.0,1,0,1,1,0,0,4,0,1.7,1.7,1.0,2.7,19,158,5,0.03,0.0,0.03,0.03,0.03,0.05,0.03,0.07,0.05,0.07
ENG-Premier League,2223,Brighton,Moisés Caicedo,ECU,MF,20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,1.7,1.7,2.7,4.3,38,219,61,0.03,0.03,0.06,0.03,0.06,0.05,0.08,0.12,0.05,0.12
ENG-Premier League,2223,Brighton,Odeluga Offiah,ENG,DF,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Brighton,Pascal Groß,GER,"MF,DF",31,1991,37,37,3239,36.0,9,8,17,9,0,0,6,0,5.4,5.4,10.9,16.3,62,255,209,0.25,0.22,0.47,0.25,0.47,0.15,0.3,0.45,0.15,0.45
ENG-Premier League,2223,Brighton,Pervis Estupiñán,ECU,DF,24,1998,35,31,2675,29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.2,0.03,0.2,0.06,0.18,0.24,0.06,0.24
ENG-Premier League,2223,Brighton,Robert Sánchez,ESP,GK,24,1997,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Brighton,Solly March,ENG,"FW,DF",28,1994,33,31,2715,30.2,7,7,14,7,0,0,2,0,8.1,8.1,8.4,16.5,110,135,357,0.23,0.23,0.46,0.23,0.46,0.27,0.28,0.55,0.27,0.55
ENG-Premier League,2223,Brighton,Tariq Lamptey,GHA,DF,21,2000,20,3,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
ENG-Premier League,2223,Brighton,Yasin Ayari,SWE,MF,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21
ENG-Premier League,2223,Chelsea,Armando Broja,ALB,FW,20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,8,4,17,0.31,0.0,0.31,0.31,0.31,0.26,0.02,0.27,0.26,0.27
ENG-Premier League,2223,Chelsea,Ben Chilwell,ENG,"DF,MF",25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,1.4,1.4,2.2,3.7,43,41,131,0.13,0.13,0.26,0.13,0.26,0.09,0.14,0.23,0.09,0.23
ENG-Premier League,2223,Chelsea,Benoît Badiashile,FRA,DF,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,56,2,0.1,0.0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16
ENG-Premier League,2223,Chelsea,Carney Chukwuemeka,ENG,"MF,FW",18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,21,23,21,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.26,0.1,0.26
ENG-Premier League,2223,Chelsea,Christian Pulisic,USA,"FW,DF",23,1998,24,8,821,9.1,1,1,2,1,0,0,1,0,1.7,1.7,0.7,2.3,35,23,76,0.11,0.11,0.22,0.11,0.22,0.18,0.07,0.26,0.18,0.26
ENG-Premier League,2223,Chelsea,Conor Gallagher,ENG,MF,22,2000,35,18,1621,18.0,3,1,4,3,0,0,11,1,2.5,2.5,2.3,4.7,40,105,104,0.17,0.06,0.22,0.17,0.22,0.14,0.13,0.26,0.14,0.26
ENG-Premier League,2223,Chelsea,César Azpilicueta,ESP,DF,32,1989,25,16,1527,17.0,0,0,0,0,0,0,3,0,0.4,0.4,1.1,1.5,23,71,81,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
ENG-Premier League,2223,Chelsea,David Datro Fofana,CIV,FW,19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,2,9,0.0,0.0,0.0,0.0,0.0,0.31,0.17,0.47,0.31,0.47
ENG-Premier League,2223,Chelsea,Denis Zakaria,SUI,MF,25,1996,7,5,411,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,9,6,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
ENG-Premier League,2223,Chelsea,Edouard Mendy,SEN,GK,30,1992,10,9,855,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Chelsea,Enzo Fernández,ARG,MF,21,2001,18,18,1547,17.2,0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,168,18,0.0,0.12,0.12,0.0,0.12,0.05,0.14,0.19,0.05,0.19
ENG-Premier League,2223,Chelsea,Hakim Ziyech,MAR,"FW,MF",29,1993,18,6,661,7.3,0,3,3,0,0,0,1,0,0.6,0.6,2.2,2.8,20,42,69,0.0,0.41,0.41,0.0,0.41,0.08,0.3,0.38,0.08,0.38
ENG-Premier League,2223,Chelsea,Jorginho,ITA,MF,30,1991,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0.0,0.14,0.0,0.0,0.12,0.03,0.14,0.01,0.03
ENG-Premier League,2223,Chelsea,João Félix,POR,"FW,MF",22,1999,16,11,941,10.5,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34,47,79,0.38,0.0,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52
ENG-Premier League,2223,Chelsea,Kai Havertz,GER,"FW,MF",23,1999,35,30,2569,28.5,7,1,8,6,1,1,5,0,11.6,10.8,3.8,14.6,59,89,218,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51
ENG-Premier League,2223,Chelsea,Kalidou Koulibaly,SEN,DF,31,1991,23,20,1800,20.0,2,1,3,2,0,0,7,1,0.9,0.9,0.4,1.4,10,81,4,0.1,0.05,0.15,0.1,0.15,0.05,0.02,0.07,0.05,0.07
ENG-Premier League,2223,Chelsea,Kepa Arrizabalaga,ESP,GK,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Chelsea,Lewis Hall,ENG,DF,17,2004,9,8,654,7.3,0,0,0,0,0,0,1,0,0.9,0.9,2.2,3.1,19,25,40,0.0,0.0,0.0,0.0,0.0,0.12,0.3,0.42,0.12,0.42
ENG-Premier League,2223,Chelsea,Marc Cucurella,ESP,DF,24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,30,73,65,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.06,0.02,0.06
ENG-Premier League,2223,Chelsea,Mason Mount,ENG,"MF,FW",23,1999,24,20,1648,18.3,3,2,5,3,0,0,4,0,2.0,2.0,3.0,5.0,48,98,114,0.16,0.11,0.27,0.16,0.27,0.11,0.16,0.27,0.11,0.27
ENG-Premier League,2223,Chelsea,Mateo Kovačić,CRO,MF,28,1994,27,17,1707,19.0,1,2,3,1,0,0,8,0,1.8,1.8,2.1,3.9,37,153,30,0.05,0.11,0.16,0.05,0.16,0.09,0.11,0.2,0.09,0.2
ENG-Premier League,2223,Chelsea,Mykhailo Mudryk,UKR,"FW,MF",21,2001,15,7,657,7.3,0,2,2,0,0,0,1,0,1.9,1.9,0.9,2.8,25,20,43,0.0,0.27,0.27,0.0,0.27,0.25,0.13,0.38,0.25,0.38
ENG-Premier League,2223,Chelsea,N'Golo Kanté,FRA,MF,31,1991,7,6,518,5.8,0,1,1,0,0,0,1,0,0.3,0.3,1.9,2.2,19,34,36,0.0,0.17,0.17,0.0,0.17,0.05,0.32,0.38,0.05,0.38
ENG-Premier League,2223,Chelsea,Noni Madueke,ENG,FW,20,2002,12,7,643,7.1,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48,36,100,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2
ENG-Premier League,2223,Chelsea,Omari Hutchinson,ENG,FW,18,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18
ENG-Premier League,2223,Chelsea,Pierre-Emerick Aubameyang,GAB,FW,33,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,9,3,29,0.16,0.0,0.16,0.16,0.16,0.24,0.07,0.3,0.24,0.3
ENG-Premier League,2223,Chelsea,Raheem Sterling,ENG,"FW,MF",27,1994,28,23,1891,21.0,6,3,9,6,0,0,4,0,6.2,6.2,4.6,10.8,81,59,186,0.29,0.14,0.43,0.29,0.43,0.29,0.22,0.51,0.29,0.51
ENG-Premier League,2223,Chelsea,Reece James,ENG,"DF,MF",22,1999,16,14,1244,13.8,1,1,2,1,0,0,4,0,1.0,1.0,3.0,4.0,52,90,115,0.07,0.07,0.14,0.07,0.14,0.07,0.22,0.29,0.07,0.29
ENG-Premier League,2223,Chelsea,Ruben Loftus-Cheek,ENG,"MF,DF",26,1996,25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56,90,86,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14
ENG-Premier League,2223,Chelsea,Thiago Silva,BRA,DF,37,1984,27,26,2352,26.1,0,2,2,0,0,0,2,0,1.5,1.5,0.5,2.0,8,104,2,0.0,0.08,0.08,0.0,0.08,0.06,0.02,0.08,0.06,0.08
ENG-Premier League,2223,Chelsea,Trevoh Chalobah,ENG,DF,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,0.9,0.3,1.2,17,71,27,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06
ENG-Premier League,2223,Chelsea,Wesley Fofana,FRA,DF,21,2000,15,12,1183,13.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,43,12,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.06,0.05,0.06
ENG-Premier League,2223,Crystal Palace,Albert Sambi Lokonga,BEL,MF,22,1999,9,6,536,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,20,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
ENG-Premier League,2223,Crystal Palace,Cheick Doucouré,MLI,MF,22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,1.4,1.4,1.9,3.4,18,140,17,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11
ENG-Premier League,2223,Crystal Palace,Chris Richards,USA,DF,22,2000,9,4,447,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,4,14,3,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2
ENG-Premier League,2223,Crystal Palace,David Ozoh,ENG,FW,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Crystal Palace,Eberechi Eze,ENG,"MF,FW",24,1998,38,30,2636,29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37
ENG-Premier League,2223,Crystal Palace,James McArthur,SCO,MF,34,1987,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Crystal Palace,James Tomkins,ENG,DF,33,1989,6,3,338,3.8,1,0,1,1,0,0,3,1,1.0,1.0,0.0,1.0,1,2,1,0.27,0.0,0.27,0.27,0.27,0.27,0.0,0.27,0.27,0.27
ENG-Premier League,2223,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",25,1996,6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
ENG-Premier League,2223,Crystal Palace,Jean-Philippe Mateta,FRA,FW,25,1997,29,6,770,8.6,2,0,2,2,0,0,3,0,3.4,3.4,0.6,4.0,9,6,43,0.23,0.0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47
ENG-Premier League,2223,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",29,1992,34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32,98,67,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17
ENG-Premier League,2223,Crystal Palace,Joachim Andersen,DEN,DF,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16,105,7,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1
ENG-Premier League,2223,Crystal Palace,Joel Ward,ENG,DF,32,1989,28,24,2256,25.1,1,0,1,1,0,0,6,0,1.1,1.1,0.4,1.5,22,101,46,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
ENG-Premier League,2223,Crystal Palace,Jordan Ayew,GHA,"FW,MF",30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,3.2,3.2,3.2,6.4,83,63,174,0.13,0.1,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21
ENG-Premier League,2223,Crystal Palace,Joseph Whitworth,ENG,GK,18,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2223,Crystal Palace,Luka Milivojević,SRB,MF,31,1991,18,5,512,5.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,2,20,2,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
ENG-Premier League,2223,Crystal Palace,Malcolm Ebiowei,ENG,"MF,FW",18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
